Pokemon,Gender,Location,Version,Chance,Condition,Max Level,Min Level,Method,Evolves From
wailmer,4,hoenn-route-127-area,sapphire,1,,45,40,super-rod,
wailmer,4,hoenn-route-127-area,emerald,1,,45,40,super-rod,
wailmer,4,hoenn-route-128-area,ruby,1,,45,40,super-rod,
wailmer,4,hoenn-route-128-area,sapphire,1,,45,40,super-rod,
wailmer,4,hoenn-route-128-area,emerald,1,,45,40,super-rod,
wailmer,4,hoenn-route-129-area,ruby,1,,45,40,super-rod,
wailmer,4,hoenn-route-129-area,sapphire,1,,45,40,super-rod,
wailmer,4,hoenn-route-129-area,emerald,1,,45,40,super-rod,
wailmer,4,hoenn-route-130-area,ruby,1,,45,40,super-rod,
wailmer,4,hoenn-route-130-area,sapphire,1,,45,40,super-rod,
wailmer,4,hoenn-route-130-area,emerald,1,,45,40,super-rod,
wailmer,4,hoenn-route-131-area,ruby,1,,45,40,super-rod,
wailmer,4,hoenn-route-131-area,sapphire,1,,45,40,super-rod,
wailmer,4,hoenn-route-131-area,emerald,1,,45,40,super-rod,
wailmer,4,hoenn-route-132-area,ruby,1,,45,40,super-rod,
wailmer,4,hoenn-route-132-area,sapphire,1,,45,40,super-rod,
wailmer,4,hoenn-route-132-area,emerald,1,,45,40,super-rod,
wailmer,4,hoenn-route-133-area,ruby,1,,45,40,super-rod,
wailmer,4,hoenn-route-133-area,sapphire,1,,45,40,super-rod,
wailmer,4,hoenn-route-133-area,emerald,1,,45,40,super-rod,
wailmer,4,hoenn-route-134-area,ruby,1,,45,40,super-rod,
wailmer,4,hoenn-route-134-area,sapphire,1,,45,40,super-rod,
wailmer,4,hoenn-route-134-area,emerald,1,,45,40,super-rod,
wailmer,4,dewford-town-area,ruby,1,,45,40,super-rod,
wailmer,4,dewford-town-area,sapphire,1,,45,40,super-rod,
wailmer,4,dewford-town-area,emerald,1,,45,40,super-rod,
wailmer,4,pacifidlog-town-area,ruby,1,,45,40,super-rod,
wailmer,4,pacifidlog-town-area,sapphire,1,,45,40,super-rod,
wailmer,4,pacifidlog-town-area,emerald,1,,45,40,super-rod,
wailmer,4,ambrette-town-area,x,1,,27,27,surf,
wailmer,4,ambrette-town-area,y,1,,27,27,surf,
wailmer,4,cyllage-city-area,x,1,,27,27,surf,
wailmer,4,cyllage-city-area,y,1,,27,27,surf,
wailmer,4,kalos-route-8-area,x,1,,27,27,surf,
wailmer,4,kalos-route-8-area,y,1,,27,27,surf,
wailord,4,sinnoh-sea-route-223-area,diamond,1,,55,35,super-rod,"{'name': 'wailmer', 'url': 'https://pokeapi.co/api/v2/pokemon-species/320/'}"
wailord,4,sinnoh-sea-route-223-area,pearl,1,,55,35,super-rod,"{'name': 'wailmer', 'url': 'https://pokeapi.co/api/v2/pokemon-species/320/'}"
wailord,4,sinnoh-sea-route-223-area,platinum,1,,55,40,super-rod,"{'name': 'wailmer', 'url': 'https://pokeapi.co/api/v2/pokemon-species/320/'}"
wailord,4,sinnoh-sea-route-230-area,diamond,1,,55,35,super-rod,"{'name': 'wailmer', 'url': 'https://pokeapi.co/api/v2/pokemon-species/320/'}"
wailord,4,sinnoh-sea-route-230-area,pearl,1,,55,35,super-rod,"{'name': 'wailmer', 'url': 'https://pokeapi.co/api/v2/pokemon-species/320/'}"
wailord,4,sinnoh-sea-route-230-area,platinum,1,,55,40,super-rod,"{'name': 'wailmer', 'url': 'https://pokeapi.co/api/v2/pokemon-species/320/'}"
wailord,4,hoenn-route-129-area,ruby,1,,40,35,surf,"{'name': 'wailmer', 'url': 'https://pokeapi.co/api/v2/pokemon-species/320/'}"
wailord,4,hoenn-route-129-area,sapphire,1,,30,25,surf,"{'name': 'wailmer', 'url': 'https://pokeapi.co/api/v2/pokemon-species/320/'}"
wailord,4,hoenn-route-129-area,emerald,1,,30,25,surf,"{'name': 'wailmer', 'url': 'https://pokeapi.co/api/v2/pokemon-species/320/'}"
numel,4,stark-mountain-area,diamond,1,radar-off,24,24,walk,
numel,4,stark-mountain-area,pearl,1,radar-off,24,24,walk,
numel,4,stark-mountain-area,platinum,1,radar-off,51,51,walk,
numel,4,sinnoh-route-227-area,diamond,1,radar-off,24,24,walk,
numel,4,sinnoh-route-227-area,pearl,1,radar-off,24,24,walk,
numel,4,sinnoh-route-227-area,platinum,1,radar-off,51,51,walk,
numel,4,ilex-forest-area,heartgold,10,radio-hoenn,6,6,walk,
numel,4,ilex-forest-area,soulsilver,10,radio-hoenn,6,6,walk,
numel,4,viridian-forest-area,heartgold,10,radio-hoenn,5,5,walk,
numel,4,viridian-forest-area,soulsilver,10,radio-hoenn,5,5,walk,
numel,4,jagged-pass-area,ruby,1,,20,20,walk,
numel,4,jagged-pass-area,sapphire,1,,22,22,walk,
numel,4,jagged-pass-area,emerald,1,,22,22,walk,
numel,4,fiery-path-area,ruby,10,,16,16,walk,
numel,4,fiery-path-area,sapphire,10,,16,16,walk,
numel,4,fiery-path-area,emerald,10,,16,16,walk,
numel,4,hoenn-route-112-area,ruby,1,,16,16,walk,
numel,4,hoenn-route-112-area,sapphire,1,,16,16,walk,
numel,4,hoenn-route-112-area,emerald,1,,16,16,walk,
numel,4,reversal-mountain-unknown-area-48,white-2,20,,31,31,walk,
numel,4,reversal-mountain-unknown-area-49,white-2,20,,31,31,walk,
numel,4,reversal-mountain-unknown-area-50,white-2,5,,31,31,walk,
numel,4,reversal-mountain-unknown-area-51,white-2,20,,31,31,walk,
numel,4,reversal-mountain-unknown-area-52,white-2,20,,31,31,walk,
numel,4,reversal-mountain-unknown-area-53,white-2,20,,31,31,walk,
numel,4,reversal-mountain-unknown-area-54,white-2,20,,31,31,walk,
numel,4,reversal-mountain-unknown-area-55,white-2,20,,31,31,walk,
numel,4,reversal-mountain-unknown-area-56,white-2,5,,31,31,walk,
numel,4,reversal-mountain-unknown-area-57,white-2,20,,31,31,walk,
numel,4,reversal-mountain-unknown-area-58,white-2,20,,31,31,walk,
numel,4,reversal-mountain-unknown-area-59,white-2,20,,31,31,walk,
numel,4,reversal-mountain-unknown-area-60,white-2,20,,31,31,walk,
camerupt,4,stark-mountain-area,diamond,20,,55,55,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,stark-mountain-area,pearl,20,,55,55,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,stark-mountain-area,platinum,20,,53,53,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,stark-mountain-entrance,diamond,5,,56,56,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,stark-mountain-entrance,pearl,5,,56,56,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,stark-mountain-inside,diamond,5,,58,58,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,stark-mountain-inside,pearl,5,,58,58,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,sinnoh-route-227-area,diamond,20,swarm-no,55,55,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,sinnoh-route-227-area,pearl,20,swarm-no,55,55,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,sinnoh-route-227-area,platinum,20,swarm-no,53,53,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,reversal-mountain-unknown-area-48,white-2,1,,33,33,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,reversal-mountain-unknown-area-49,white-2,5,,35,35,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,reversal-mountain-unknown-area-50,white-2,20,,35,35,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,reversal-mountain-unknown-area-51,white-2,5,,35,35,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,reversal-mountain-unknown-area-52,white-2,5,,35,35,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,reversal-mountain-unknown-area-53,white-2,5,,35,35,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,reversal-mountain-unknown-area-54,white-2,5,,35,35,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,reversal-mountain-unknown-area-55,white-2,5,,35,35,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,reversal-mountain-unknown-area-56,white-2,20,,35,35,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,reversal-mountain-unknown-area-57,white-2,5,,35,35,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,reversal-mountain-unknown-area-58,white-2,5,,35,35,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,reversal-mountain-unknown-area-59,white-2,5,,35,35,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
camerupt,4,reversal-mountain-unknown-area-60,white-2,5,,35,35,walk,"{'name': 'numel', 'url': 'https://pokeapi.co/api/v2/pokemon-species/322/'}"
torkoal,4,stark-mountain-area,diamond,1,radar-on,24,24,walk,
torkoal,4,stark-mountain-area,pearl,1,radar-on,24,24,walk,
torkoal,4,stark-mountain-area,platinum,1,radar-on,52,52,walk,
torkoal,4,sinnoh-route-227-area,diamond,1,radar-on,24,24,walk,
torkoal,4,sinnoh-route-227-area,pearl,1,radar-on,24,24,walk,
torkoal,4,sinnoh-route-227-area,platinum,1,radar-on,52,52,walk,
torkoal,4,fiery-path-area,ruby,4,,16,16,walk,
torkoal,4,fiery-path-area,sapphire,4,,16,16,walk,
torkoal,4,fiery-path-area,emerald,4,,16,16,walk,
torkoal,4,magma-hideout-area,emerald,10,,30,30,walk,
spoink,4,sinnoh-route-214-area,diamond,20,swarm-yes,22,22,walk,
spoink,4,sinnoh-route-214-area,pearl,20,swarm-yes,22,22,walk,
spoink,4,sinnoh-route-214-area,platinum,20,swarm-yes,21,21,walk,
spoink,4,ilex-forest-area,heartgold,10,radio-hoenn,6,6,walk,
spoink,4,ilex-forest-area,soulsilver,10,radio-hoenn,6,6,walk,
spoink,4,viridian-forest-area,heartgold,10,radio-hoenn,3,3,walk,
spoink,4,viridian-forest-area,soulsilver,10,radio-hoenn,3,3,walk,
spoink,4,jagged-pass-area,ruby,1,,20,20,walk,
spoink,4,jagged-pass-area,sapphire,1,,22,22,walk,
spoink,4,jagged-pass-area,emerald,1,,22,22,walk,
spoink,4,reversal-mountain-unknown-area-48,black-2,20,,31,31,walk,
spoink,4,reversal-mountain-unknown-area-49,black-2,20,,31,31,walk,
spoink,4,reversal-mountain-unknown-area-50,black-2,5,,31,31,walk,
spoink,4,reversal-mountain-unknown-area-51,black-2,20,,31,31,walk,
spoink,4,reversal-mountain-unknown-area-52,black-2,20,,31,31,walk,
spoink,4,reversal-mountain-unknown-area-53,black-2,20,,31,31,walk,
spoink,4,reversal-mountain-unknown-area-54,black-2,20,,31,31,walk,
spoink,4,reversal-mountain-unknown-area-55,black-2,20,,31,31,walk,
spoink,4,reversal-mountain-unknown-area-56,black-2,5,,31,31,walk,
spoink,4,reversal-mountain-unknown-area-57,black-2,20,,31,31,walk,
spoink,4,reversal-mountain-unknown-area-58,black-2,20,,31,31,walk,
spoink,4,reversal-mountain-unknown-area-59,black-2,20,,31,31,walk,
spoink,4,reversal-mountain-unknown-area-60,black-2,20,,31,31,walk,
grumpig,4,reversal-mountain-unknown-area-48,black-2,1,,33,33,walk,"{'name': 'spoink', 'url': 'https://pokeapi.co/api/v2/pokemon-species/325/'}"
grumpig,4,reversal-mountain-unknown-area-49,black-2,5,,35,35,walk,"{'name': 'spoink', 'url': 'https://pokeapi.co/api/v2/pokemon-species/325/'}"
grumpig,4,reversal-mountain-unknown-area-50,black-2,20,,35,35,walk,"{'name': 'spoink', 'url': 'https://pokeapi.co/api/v2/pokemon-species/325/'}"
grumpig,4,reversal-mountain-unknown-area-51,black-2,5,,35,35,walk,"{'name': 'spoink', 'url': 'https://pokeapi.co/api/v2/pokemon-species/325/'}"
grumpig,4,reversal-mountain-unknown-area-52,black-2,5,,35,35,walk,"{'name': 'spoink', 'url': 'https://pokeapi.co/api/v2/pokemon-species/325/'}"
grumpig,4,reversal-mountain-unknown-area-53,black-2,5,,35,35,walk,"{'name': 'spoink', 'url': 'https://pokeapi.co/api/v2/pokemon-species/325/'}"
grumpig,4,reversal-mountain-unknown-area-54,black-2,5,,35,35,walk,"{'name': 'spoink', 'url': 'https://pokeapi.co/api/v2/pokemon-species/325/'}"
grumpig,4,reversal-mountain-unknown-area-55,black-2,5,,35,35,walk,"{'name': 'spoink', 'url': 'https://pokeapi.co/api/v2/pokemon-species/325/'}"
grumpig,4,reversal-mountain-unknown-area-56,black-2,20,,35,35,walk,"{'name': 'spoink', 'url': 'https://pokeapi.co/api/v2/pokemon-species/325/'}"
grumpig,4,reversal-mountain-unknown-area-57,black-2,5,,35,35,walk,"{'name': 'spoink', 'url': 'https://pokeapi.co/api/v2/pokemon-species/325/'}"
grumpig,4,reversal-mountain-unknown-area-58,black-2,5,,35,35,walk,"{'name': 'spoink', 'url': 'https://pokeapi.co/api/v2/pokemon-species/325/'}"
grumpig,4,reversal-mountain-unknown-area-59,black-2,5,,35,35,walk,"{'name': 'spoink', 'url': 'https://pokeapi.co/api/v2/pokemon-species/325/'}"
grumpig,4,reversal-mountain-unknown-area-60,black-2,5,,35,35,walk,"{'name': 'spoink', 'url': 'https://pokeapi.co/api/v2/pokemon-species/325/'}"
spinda,4,sinnoh-route-227-area,diamond,20,swarm-yes,55,55,walk,
spinda,4,sinnoh-route-227-area,pearl,20,swarm-yes,55,55,walk,
spinda,4,sinnoh-route-227-area,platinum,20,swarm-yes,54,54,walk,
spinda,4,sprout-tower-2f,heartgold,10,radio-hoenn,5,5,walk,
spinda,4,sprout-tower-2f,soulsilver,10,radio-hoenn,5,5,walk,
spinda,4,sprout-tower-3f,heartgold,10,radio-hoenn,5,5,walk,
spinda,4,sprout-tower-3f,soulsilver,10,radio-hoenn,5,5,walk,
spinda,4,burned-tower-1f,heartgold,10,radio-hoenn,15,15,walk,
spinda,4,burned-tower-1f,soulsilver,10,radio-hoenn,15,15,walk,
spinda,4,burned-tower-b1f,heartgold,10,radio-hoenn,16,16,walk,
spinda,4,burned-tower-b1f,soulsilver,10,radio-hoenn,16,16,walk,
spinda,4,bell-tower-2f,heartgold,10,radio-hoenn,22,22,walk,
spinda,4,bell-tower-2f,soulsilver,10,radio-hoenn,22,22,walk,
spinda,4,bell-tower-3f,heartgold,10,radio-hoenn,22,22,walk,
spinda,4,bell-tower-3f,soulsilver,10,radio-hoenn,22,22,walk,
spinda,4,bell-tower-4f,heartgold,10,radio-hoenn,22,22,walk,
spinda,4,bell-tower-4f,soulsilver,10,radio-hoenn,22,22,walk,
spinda,4,bell-tower-5f,heartgold,10,radio-hoenn,22,22,walk,
spinda,4,bell-tower-5f,soulsilver,10,radio-hoenn,22,22,walk,
spinda,4,bell-tower-6f,heartgold,10,radio-hoenn,22,22,walk,
spinda,4,bell-tower-6f,soulsilver,10,radio-hoenn,22,22,walk,
spinda,4,bell-tower-7f,heartgold,10,radio-hoenn,22,22,walk,
spinda,4,bell-tower-7f,soulsilver,10,radio-hoenn,22,22,walk,
spinda,4,bell-tower-8f,heartgold,10,radio-hoenn,22,22,walk,
spinda,4,bell-tower-8f,soulsilver,10,radio-hoenn,22,22,walk,
spinda,4,bell-tower-9f,heartgold,10,radio-hoenn,22,22,walk,
spinda,4,bell-tower-9f,soulsilver,10,radio-hoenn,22,22,walk,
spinda,4,bell-tower-10f,heartgold,10,radio-hoenn,22,22,walk,
spinda,4,bell-tower-10f,soulsilver,10,radio-hoenn,22,22,walk,
spinda,4,hoenn-route-113-area,ruby,1,,16,16,walk,
spinda,4,hoenn-route-113-area,sapphire,1,,16,16,walk,
spinda,4,hoenn-route-113-area,emerald,1,,16,16,walk,
trapinch,4,sinnoh-route-228-area,diamond,1,radar-on,25,25,walk,
trapinch,4,sinnoh-route-228-area,pearl,1,radar-on,25,25,walk,
trapinch,4,hoenn-route-111-area,ruby,5,,19,19,walk,
trapinch,4,hoenn-route-111-area,sapphire,5,,19,19,walk,
trapinch,4,hoenn-route-111-area,emerald,5,,19,19,walk,
trapinch,4,mirage-tower-area,emerald,1,,24,24,walk,
trapinch,4,desert-resort-area,black-2,1,,21,21,walk,
trapinch,4,desert-resort-area,white-2,1,,21,21,walk,
trapinch,4,reversal-mountain-unknown-area-48,black-2,1,,34,34,walk,
trapinch,4,reversal-mountain-unknown-area-48,white-2,1,,34,34,walk,
vibrava,4,sinnoh-route-228-area,diamond,10,radar-on,54,54,walk,"{'name': 'trapinch', 'url': 'https://pokeapi.co/api/v2/pokemon-species/328/'}"
vibrava,4,sinnoh-route-228-area,pearl,10,radar-on,54,54,walk,"{'name': 'trapinch', 'url': 'https://pokeapi.co/api/v2/pokemon-species/328/'}"
cacnea,4,sinnoh-route-228-area,diamond,1,radar-off,25,25,walk,
cacnea,4,sinnoh-route-228-area,pearl,1,radar-off,25,25,walk,
cacnea,4,sinnoh-route-228-area,platinum,1,,50,50,walk,
cacnea,4,hoenn-route-111-area,ruby,10,,21,21,walk,
cacnea,4,hoenn-route-111-area,sapphire,10,,21,21,walk,
cacnea,4,hoenn-route-111-area,emerald,1,,22,22,walk,
cacturne,4,sinnoh-route-228-area,diamond,10,time-night,52,52,walk,"{'name': 'cacnea', 'url': 'https://pokeapi.co/api/v2/pokemon-species/331/'}"
cacturne,4,sinnoh-route-228-area,pearl,10,time-night,52,52,walk,"{'name': 'cacnea', 'url': 'https://pokeapi.co/api/v2/pokemon-species/331/'}"
cacturne,4,sinnoh-route-228-area,platinum,10,time-night,50,50,walk,"{'name': 'cacnea', 'url': 'https://pokeapi.co/api/v2/pokemon-species/331/'}"
swablu,4,sinnoh-route-210-west-towards-celestic-town,platinum,10,time-day,27,27,walk,
swablu,4,sinnoh-route-211-east-towards-celestic-town,diamond,1,radar-on,28,28,walk,
swablu,4,sinnoh-route-211-east-towards-celestic-town,pearl,1,radar-on,28,28,walk,
swablu,4,johto-route-45-area,heartgold,20,swarm-yes,23,23,walk,
swablu,4,johto-route-45-area,soulsilver,20,swarm-yes,23,23,walk,
swablu,4,hoenn-route-114-area,ruby,10,,15,15,walk,
swablu,4,hoenn-route-114-area,sapphire,10,,15,15,walk,
swablu,4,hoenn-route-114-area,emerald,10,,15,15,walk,
swablu,4,hoenn-route-115-area,ruby,10,,25,25,walk,
swablu,4,hoenn-route-115-area,sapphire,10,,25,25,walk,
swablu,4,hoenn-route-115-area,emerald,10,,25,25,walk,
swablu,4,unova-route-14-area,black-2,20,,33,33,walk,
swablu,4,unova-route-14-area,white-2,20,,33,33,walk,
swablu,4,abundant-shrine-area,black-2,20,,33,33,walk,
swablu,4,abundant-shrine-area,white-2,20,,33,33,walk,
altaria,4,sky-pillar-5f,ruby,1,,60,60,walk,"{'name': 'swablu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/333/'}"
altaria,4,sky-pillar-5f,sapphire,1,,60,60,walk,"{'name': 'swablu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/333/'}"
altaria,4,sky-pillar-5f,emerald,1,,39,39,walk,"{'name': 'swablu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/333/'}"
altaria,4,unova-route-14-area,black-2,1,,36,36,walk,"{'name': 'swablu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/333/'}"
altaria,4,unova-route-14-area,white-2,1,,36,36,walk,"{'name': 'swablu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/333/'}"
altaria,4,abundant-shrine-area,black-2,1,,36,36,walk,"{'name': 'swablu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/333/'}"
altaria,4,abundant-shrine-area,white-2,1,,36,36,walk,"{'name': 'swablu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/333/'}"
altaria,4,unova-victory-road-2-unknown-area-73,black-2,1,,50,50,walk,"{'name': 'swablu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/333/'}"
altaria,4,unova-victory-road-2-unknown-area-73,white-2,1,,50,50,walk,"{'name': 'swablu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/333/'}"
altaria,4,unova-victory-road-2-unknown-area-79,black-2,1,,50,50,walk,"{'name': 'swablu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/333/'}"
altaria,4,unova-victory-road-2-unknown-area-79,white-2,1,,50,50,walk,"{'name': 'swablu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/333/'}"
altaria,4,nature-sanctuary-area,black-2,20,,56,56,walk,"{'name': 'swablu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/333/'}"
altaria,4,nature-sanctuary-area,white-2,20,,56,56,walk,"{'name': 'swablu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/333/'}"
zangoose,4,sinnoh-route-208-area,diamond,4,slot2-ruby,18,18,walk,
zangoose,4,sinnoh-route-208-area,pearl,4,slot2-ruby,18,18,walk,
zangoose,4,sinnoh-route-208-area,platinum,4,slot2-ruby,20,20,walk,
zangoose,4,sinnoh-route-210-west-towards-celestic-town,diamond,4,slot2-ruby,26,26,walk,
zangoose,4,sinnoh-route-210-west-towards-celestic-town,pearl,4,slot2-ruby,26,26,walk,
zangoose,4,sinnoh-route-210-west-towards-celestic-town,platinum,4,slot2-ruby,30,30,walk,
zangoose,4,hoenn-route-114-area,ruby,1,,17,17,walk,
zangoose,4,village-bridge-area,black-2,1,,39,39,walk,
zangoose,4,village-bridge-area,white-2,1,,39,39,walk,
zangoose,4,unova-route-7-area,black-2,5,,32,32,walk,
zangoose,4,unova-route-7-area,white-2,5,,32,32,walk,
zangoose,4,unova-route-11-area,black-2,10,,38,38,walk,
zangoose,4,unova-route-11-area,white-2,10,,38,38,walk,
seviper,4,sinnoh-route-208-area,diamond,4,slot2-sapphire,18,18,walk,
seviper,4,sinnoh-route-208-area,pearl,4,slot2-sapphire,18,18,walk,
seviper,4,sinnoh-route-208-area,platinum,4,slot2-sapphire,20,20,walk,
seviper,4,sinnoh-route-210-west-towards-celestic-town,diamond,4,slot2-sapphire,26,26,walk,
seviper,4,sinnoh-route-210-west-towards-celestic-town,pearl,4,slot2-sapphire,26,26,walk,
seviper,4,sinnoh-route-210-west-towards-celestic-town,platinum,4,slot2-sapphire,30,30,walk,
seviper,4,hoenn-route-114-area,sapphire,1,,17,17,walk,
seviper,4,hoenn-route-114-area,emerald,1,,17,17,walk,
seviper,4,village-bridge-area,black-2,1,,39,39,walk,
seviper,4,village-bridge-area,white-2,1,,39,39,walk,
seviper,4,unova-route-7-area,black-2,5,,32,32,walk,
seviper,4,unova-route-7-area,white-2,5,,32,32,walk,
seviper,4,unova-route-11-area,black-2,10,,38,38,walk,
seviper,4,unova-route-11-area,white-2,10,,38,38,walk,
barboach,4,eterna-city-area,diamond,1,,25,10,good-rod,
barboach,4,eterna-city-area,pearl,1,,25,10,good-rod,
barboach,4,eterna-city-area,platinum,1,,25,10,good-rod,
barboach,4,mt-coronet-1f-route-207,diamond,1,,25,10,good-rod,
barboach,4,mt-coronet-1f-route-207,pearl,1,,25,10,good-rod,
barboach,4,mt-coronet-1f-route-207,platinum,1,,25,10,good-rod,
barboach,4,mt-coronet-4f,diamond,1,,25,10,good-rod,
barboach,4,mt-coronet-4f,pearl,1,,25,10,good-rod,
barboach,4,mt-coronet-4f,platinum,1,,25,10,good-rod,
barboach,4,mt-coronet-b1f,diamond,1,,25,10,good-rod,
barboach,4,mt-coronet-b1f,pearl,1,,25,10,good-rod,
barboach,4,mt-coronet-b1f,platinum,1,,25,10,good-rod,
barboach,4,great-marsh-area-1,diamond,40,,20,15,good-rod,
barboach,4,great-marsh-area-1,pearl,40,,20,15,good-rod,
barboach,4,great-marsh-area-1,platinum,1,,25,10,good-rod,
barboach,4,great-marsh-area-2,diamond,40,,20,15,good-rod,
barboach,4,great-marsh-area-2,pearl,40,,20,15,good-rod,
barboach,4,great-marsh-area-2,platinum,1,,25,10,good-rod,
barboach,4,great-marsh-area-3,diamond,40,,20,15,good-rod,
barboach,4,great-marsh-area-3,pearl,40,,20,15,good-rod,
barboach,4,great-marsh-area-3,platinum,1,,25,10,good-rod,
barboach,4,great-marsh-area-4,diamond,40,,20,15,good-rod,
barboach,4,great-marsh-area-4,pearl,40,,20,15,good-rod,
barboach,4,great-marsh-area-4,platinum,1,,25,10,good-rod,
barboach,4,great-marsh-area-5,platinum,1,,25,10,good-rod,
barboach,4,great-marsh-area-6,diamond,40,,20,15,good-rod,
barboach,4,great-marsh-area-6,pearl,40,,20,15,good-rod,
barboach,4,great-marsh-area-6,platinum,1,,25,10,good-rod,
barboach,4,ravaged-path-area,diamond,1,,25,10,good-rod,
barboach,4,ravaged-path-area,pearl,1,,25,10,good-rod,
barboach,4,ravaged-path-area,platinum,1,,25,10,good-rod,
barboach,4,oreburgh-gate-b1f,diamond,1,,25,10,good-rod,
barboach,4,oreburgh-gate-b1f,pearl,1,,25,10,good-rod,
barboach,4,oreburgh-gate-b1f,platinum,1,,25,10,good-rod,
barboach,4,sinnoh-route-205-east-towards-eterna-city,diamond,1,,25,10,good-rod,
barboach,4,sinnoh-route-205-east-towards-eterna-city,pearl,1,,25,10,good-rod,
barboach,4,sinnoh-route-205-east-towards-eterna-city,platinum,1,,25,10,good-rod,
barboach,4,sinnoh-route-208-area,diamond,1,,25,10,good-rod,
barboach,4,sinnoh-route-208-area,pearl,1,,25,10,good-rod,
barboach,4,sinnoh-route-210-west-towards-celestic-town,diamond,1,,25,10,good-rod,
barboach,4,sinnoh-route-210-west-towards-celestic-town,pearl,1,,25,10,good-rod,
barboach,4,sinnoh-route-210-west-towards-celestic-town,platinum,40,,20,15,good-rod,
barboach,4,sinnoh-route-212-east-towards-pastoria-city,diamond,1,,25,10,good-rod,
barboach,4,sinnoh-route-212-east-towards-pastoria-city,pearl,1,,25,10,good-rod,
barboach,4,sinnoh-route-225-area,platinum,1,,25,10,good-rod,
barboach,4,sinnoh-route-227-area,diamond,1,,25,10,good-rod,
barboach,4,sinnoh-route-227-area,pearl,1,,25,10,good-rod,
barboach,4,sinnoh-route-227-area,platinum,1,,25,10,good-rod,
barboach,4,sinnoh-route-228-area,diamond,1,,25,10,good-rod,
barboach,4,sinnoh-route-228-area,pearl,1,,25,10,good-rod,
barboach,4,sinnoh-route-228-area,platinum,40,,20,15,good-rod,
barboach,4,celestic-town-area,diamond,1,,25,10,good-rod,
barboach,4,celestic-town-area,pearl,1,,25,10,good-rod,
barboach,4,meteor-falls-area,ruby,1,,45,40,super-rod,
barboach,4,meteor-falls-area,sapphire,1,,45,40,super-rod,
barboach,4,meteor-falls-area,emerald,1,,45,40,super-rod,
barboach,4,meteor-falls-back,ruby,40,,35,30,super-rod,
barboach,4,meteor-falls-back,sapphire,40,,35,30,super-rod,
barboach,4,meteor-falls-back,emerald,40,,35,30,super-rod,
barboach,4,meteor-falls-b1f,ruby,40,,35,30,super-rod,
barboach,4,meteor-falls-b1f,sapphire,40,,35,30,super-rod,
